submission_date;state;new_case;new_death
01/22/2020;CO;0;0
01/23/2020;CO;0;0
01/24/2020;CO;0;0
01/25/2020;CO;0;0
01/26/2020;CO;0;0
01/27/2020;CO;0;0
01/28/2020;CO;0;0
01/29/2020;CO;0;0
01/30/2020;CO;0;0
01/31/2020;CO;0;0
02/01/2020;CO;0;0
02/02/2020;CO;0;0
02/03/2020;CO;0;0
02/04/2020;CO;0;0
02/05/2020;CO;0;0
02/06/2020;CO;0;0
02/07/2020;CO;0;0
02/08/2020;CO;0;0
02/09/2020;CO;0;0
02/10/2020;CO;0;0
02/11/2020;CO;0;0
02/12/2020;CO;0;0
02/13/2020;CO;0;0
02/14/2020;CO;0;0
02/15/2020;CO;0;0
02/16/2020;CO;0;0
02/17/2020;CO;0;0
02/18/2020;CO;0;0
02/19/2020;CO;0;0
02/20/2020;CO;0;0
02/21/2020;CO;0;0
02/22/2020;CO;0;0
02/23/2020;CO;0;0
02/24/2020;CO;0;0
02/25/2020;CO;0;0
02/26/2020;CO;0;0
02/27/2020;CO;0;0
02/28/2020;CO;0;0
02/29/2020;CO;0;0
03/01/2020;CO;0;0
03/02/2020;CO;0;0
03/03/2020;CO;0;0
03/04/2020;CO;0;0
03/05/2020;CO;1;0
03/06/2020;CO;1;0
03/07/2020;CO;6;0
03/08/2020;CO;0;0
03/09/2020;CO;4;0
03/10/2020;CO;5;0
03/11/2020;CO;17;0
03/12/2020;CO;15;0
03/13/2020;CO;0;0
03/14/2020;CO;0;0
03/15/2020;CO;95;1
03/16/2020;CO;16;0
03/17/2020;CO;23;1
03/18/2020;CO;33;0
03/19/2020;CO;61;0
03/20/2020;CO;86;2
03/21/2020;CO;112;1
03/22/2020;CO;116;1
03/23/2020;CO;129;1
03/24/2020;CO;201;4
03/25/2020;CO;165;8
03/26/2020;CO;344;5
03/27/2020;CO;304;7
03/28/2020;CO;327;13
03/29/2020;CO;246;3
03/30/2020;CO;320;4
03/31/2020;CO;339;18
04/01/2020;CO;376;11
04/02/2020;CO;386;17
04/03/2020;CO;445;14
04/04/2020;CO;392;15
04/05/2020;CO;385;14
04/06/2020;CO;222;10
04/07/2020;CO;257;29
04/08/2020;CO;226;14
04/09/2020;CO;547;33
04/10/2020;CO;163;24
04/11/2020;CO;528;24
04/12/2020;CO;410;16
04/13/2020;CO;388;18
04/14/2020;CO;250;21
04/15/2020;CO;339;28
04/16/2020;CO;302;16
04/17/2020;CO;465;18
04/18/2020;CO;386;20
04/19/2020;CO;201;10
04/20/2020;CO;385;27
04/21/2020;CO;349;37
04/22/2020;CO;457;22
04/23/2020;CO;357;44
04/24/2020;CO;1002;121
04/25/2020;CO;684;-2
04/26/2020;CO;482;9
04/27/2020;CO;448;27
04/28/2020;CO;440;30
04/29/2020;CO;437;30
04/30/2020;CO;507;11
05/01/2020;CO;486;43
05/02/2020;CO;452;12
05/03/2020;CO;414;10
05/04/2020;CO;344;9
05/05/2020;CO;439;52
05/06/2020;CO;421;18
05/07/2020;CO;580;23
05/08/2020;CO;475;16
05/09/2020;CO;523;7
05/10/2020;CO;316;4
05/11/2020;CO;103;15
05/12/2020;CO;356;20
05/13/2020;CO;310;53
05/14/2020;CO;361;31
05/15/2020;CO;369;60
05/16/2020;CO;380;42
05/17/2020;CO;286;23
05/18/2020;CO;298;9
05/19/2020;CO;304;33
05/20/2020;CO;353;42
05/21/2020;CO;369;10
05/22/2020;CO;334;14
05/23/2020;CO;482;4
05/24/2020;CO;200;3
05/25/2020;CO;89;1
05/26/2020;CO;277;19
05/27/2020;CO;492;42
05/28/2020;CO;126;29
05/29/2020;CO;492;15
05/30/2020;CO;485;7
05/31/2020;CO;280;2
06/01/2020;CO;199;13
06/02/2020;CO;211;16
06/03/2020;CO;272;20
06/04/2020;CO;300;18
06/05/2020;CO;255;12
06/06/2020;CO;233;3
06/07/2020;CO;153;0
06/08/2020;CO;182;16
06/09/2020;CO;164;10
06/10/2020;CO;152;20
06/11/2020;CO;148;10
06/12/2020;CO;175;12
06/13/2020;CO;195;3
06/14/2020;CO;113;1
06/15/2020;CO;169;6
06/16/2020;CO;143;12
06/17/2020;CO;231;14
06/18/2020;CO;228;7
06/19/2020;CO;286;5
06/20/2020;CO;162;4
06/21/2020;CO;190;0
06/22/2020;CO;166;4
06/23/2020;CO;188;14
06/24/2020;CO;262;2
06/25/2020;CO;324;2
06/26/2020;CO;317;4
06/27/2020;CO;226;1
06/28/2020;CO;285;2
06/29/2020;CO;204;6
06/30/2020;CO;204;8
07/01/2020;CO;314;7
07/02/2020;CO;323;4
07/03/2020;CO;260;0
07/04/2020;CO;254;0
07/05/2020;CO;199;0
07/06/2020;CO;192;-10
07/07/2020;CO;407;5
07/08/2020;CO;452;8
07/09/2020;CO;409;2
07/10/2020;CO;666;18
07/11/2020;CO;400;1
07/12/2020;CO;322;0
07/13/2020;CO;329;2
07/14/2020;CO;444;11
07/15/2020;CO;469;6
07/16/2020;CO;571;1
07/17/2020;CO;618;6
07/18/2020;CO;444;1
07/19/2020;CO;354;0
07/20/2020;CO;424;6
07/21/2020;CO;493;5
07/22/2020;CO;639;8
07/23/2020;CO;616;15
07/24/2020;CO;666;4
07/25/2020;CO;809;4
07/26/2020;CO;547;0
07/27/2020;CO;229;5
07/28/2020;CO;749;8
07/29/2020;CO;482;15
07/30/2020;CO;408;0
07/31/2020;CO;605;16
08/01/2020;CO;458;6
08/02/2020;CO;449;0
08/03/2020;CO;252;0
08/04/2020;CO;426;5
08/05/2020;CO;594;2
08/06/2020;CO;448;1
08/07/2020;CO;457;5
08/08/2020;CO;431;0
08/09/2020;CO;336;1
08/10/2020;CO;379;5
08/11/2020;CO;402;12
08/12/2020;CO;315;0
08/13/2020;CO;373;7
08/14/2020;CO;409;6
08/15/2020;CO;300;8
08/16/2020;CO;338;0
08/17/2020;CO;194;0
08/18/2020;CO;261;3
08/19/2020;CO;270;1
08/20/2020;CO;329;3
08/21/2020;CO;356;7
08/22/2020;CO;297;8
08/23/2020;CO;250;0
08/24/2020;CO;208;1
08/25/2020;CO;459;7
08/26/2020;CO;194;1
08/27/2020;CO;349;4
08/28/2020;CO;430;6
08/29/2020;CO;268;7
08/30/2020;CO;182;0
08/31/2020;CO;201;1
09/01/2020;CO;351;1
09/02/2020;CO;244;6
09/03/2020;CO;268;3
09/04/2020;CO;368;11
09/05/2020;CO;334;5
09/06/2020;CO;285;1
09/07/2020;CO;213;1
09/08/2020;CO;187;0
09/09/2020;CO;246;4
09/10/2020;CO;265;2
09/11/2020;CO;307;6
09/12/2020;CO;415;3
09/13/2020;CO;417;0
09/14/2020;CO;375;2
09/15/2020;CO;400;6
09/16/2020;CO;587;6
09/17/2020;CO;459;4
09/18/2020;CO;605;3
09/19/2020;CO;606;4
09/20/2020;CO;501;1
09/21/2020;CO;542;4
09/22/2020;CO;654;7
09/23/2020;CO;616;5
09/24/2020;CO;548;3
09/25/2020;CO;709;4
09/26/2020;CO;584;3
09/27/2020;CO;569;1
09/28/2020;CO;411;3
09/29/2020;CO;535;2
09/30/2020;CO;511;5
10/01/2020;CO;682;3
10/02/2020;CO;680;3
10/03/2020;CO;0;0
10/04/2020;CO;1178;10
10/05/2020;CO;461;2
10/06/2020;CO;654;12
10/07/2020;CO;731;4
10/08/2020;CO;863;10
10/09/2020;CO;834;8
10/10/2020;CO;1023;9
10/11/2020;CO;819;1
10/12/2020;CO;576;3
10/13/2020;CO;1048;37
10/14/2020;CO;692;7
10/15/2020;CO;1141;2
10/16/2020;CO;1312;10
10/17/2020;CO;1139;4
10/18/2020;CO;933;0
10/19/2020;CO;1072;4
10/20/2020;CO;1208;2
10/21/2020;CO;1267;12
10/22/2020;CO;1373;4
10/23/2020;CO;1350;13
10/24/2020;CO;1828;7
10/25/2020;CO;1689;5
10/26/2020;CO;2211;3
10/27/2020;CO;1433;10
10/28/2020;CO;1475;13
10/29/2020;CO;1806;19
10/30/2020;CO;2412;10
10/31/2020;CO;2924;7
11/01/2020;CO;0;0
11/02/2020;CO;4797;7
11/03/2020;CO;2562;19
11/04/2020;CO;2928;22
11/05/2020;CO;3369;20
11/06/2020;CO;3463;23
11/07/2020;CO;3498;13
11/08/2020;CO;3017;5
11/09/2020;CO;3553;14
11/10/2020;CO;3890;19
11/11/2020;CO;3975;16
11/12/2020;CO;5197;25
11/13/2020;CO;6439;36
11/14/2020;CO;5196;21
11/15/2020;CO;4183;21
11/16/2020;CO;4296;32
11/17/2020;CO;4331;30
11/18/2020;CO;4650;43
11/19/2020;CO;6107;79
11/20/2020;CO;5765;15
11/21/2020;CO;6113;42
11/22/2020;CO;3921;19
11/23/2020;CO;3689;4
11/24/2020;CO;4150;50
11/25/2020;CO;4191;46
11/26/2020;CO;6053;51
11/27/2020;CO;4270;20
11/28/2020;CO;4330;6
11/29/2020;CO;3489;20
11/30/2020;CO;4133;34
12/01/2020;CO;4405;72
12/02/2020;CO;3862;84
12/03/2020;CO;6037;127
12/04/2020;CO;5013;18
12/05/2020;CO;5125;19
12/06/2020;CO;3234;-1
12/07/2020;CO;4037;2
12/08/2020;CO;3971;14
12/09/2020;CO;3757;267
12/10/2020;CO;4649;120
12/11/2020;CO;4678;87
12/12/2020;CO;3961;25
01/22/2020;FL;0;0
01/23/2020;FL;0;0
01/24/2020;FL;0;0
01/25/2020;FL;0;0
01/26/2020;FL;0;0
01/27/2020;FL;0;0
01/28/2020;FL;0;0
01/29/2020;FL;0;0
01/30/2020;FL;0;0
01/31/2020;FL;0;0
02/01/2020;FL;0;0
02/02/2020;FL;0;0
02/03/2020;FL;0;0
02/04/2020;FL;0;0
02/05/2020;FL;0;0
02/06/2020;FL;0;0
02/07/2020;FL;0;0
02/08/2020;FL;0;0
02/09/2020;FL;0;0
02/10/2020;FL;0;0
02/11/2020;FL;0;0
02/12/2020;FL;0;0
02/13/2020;FL;0;0
02/14/2020;FL;0;0
02/15/2020;FL;0;0
02/16/2020;FL;0;0
02/17/2020;FL;0;0
02/18/2020;FL;0;0
02/19/2020;FL;0;0
02/20/2020;FL;0;0
02/21/2020;FL;0;0
02/22/2020;FL;0;0
02/23/2020;FL;0;0
02/24/2020;FL;0;0
02/25/2020;FL;0;0
02/26/2020;FL;0;0
02/27/2020;FL;0;0
02/28/2020;FL;0;0
02/29/2020;FL;0;0
03/01/2020;FL;0;0
03/02/2020;FL;1;0
03/03/2020;FL;1;0
03/04/2020;FL;0;0
03/05/2020;FL;1;0
03/06/2020;FL;0;0
03/07/2020;FL;3;0
03/08/2020;FL;0;0
03/09/2020;FL;13;2
03/10/2020;FL;0;0
03/11/2020;FL;7;0
03/12/2020;FL;5;0
03/13/2020;FL;0;0
03/14/2020;FL;24;1
03/15/2020;FL;81;1
03/16/2020;FL;6;1
03/17/2020;FL;53;2
03/18/2020;FL;104;1
03/19/2020;FL;94;1
03/20/2020;FL;117;2
03/21/2020;FL;196;1
03/22/2020;FL;231;1
03/23/2020;FL;204;4
03/24/2020;FL;232;3
03/25/2020;FL;488;3
03/26/2020;FL;491;6
03/27/2020;FL;702;17
03/28/2020;FL;823;10
03/29/2020;FL;891;4
03/30/2020;FL;721;11
03/31/2020;FL;1001;14
04/01/2020;FL;1005;16
04/02/2020;FL;1199;43
04/03/2020;FL;1231;26
04/04/2020;FL;1248;25
04/05/2020;FL;788;26
04/06/2020;FL;1253;33
04/07/2020;FL;1088;42
04/08/2020;FL;932;27
04/09/2020;FL;1089;48
04/10/2020;FL;1125;48
04/11/2020;FL;997;27
04/12/2020;FL;892;15
04/13/2020;FL;1057;38
04/14/2020;FL;590;72
04/15/2020;FL;881;43
04/16/2020;FL;809;54
04/17/2020;FL;1392;58
04/18/2020;FL;731;22
04/19/2020;FL;801;26
04/20/2020;FL;731;49
04/21/2020;FL;798;44
04/22/2020;FL;664;60
04/23/2020;FL;1052;60
04/24/2020;FL;864;59
04/25/2020;FL;289;9
04/26/2020;FL;684;19
04/27/2020;FL;610;14
04/28/2020;FL;696;83
04/29/2020;FL;332;47
04/30/2020;FL;1372;50
05/01/2020;FL;1038;46
05/02/2020;FL;735;50
05/03/2020;FL;506;35
05/04/2020;FL;928;0
05/05/2020;FL;542;72
05/06/2020;FL;563;68
05/07/2020;FL;826;61
05/08/2020;FL;371;69
05/09/2020;FL;802;46
05/10/2020;FL;-113;20
05/11/2020;FL;1094;0
05/12/2020;FL;941;44
05/13/2020;FL;479;48
05/14/2020;FL;808;48
05/15/2020;FL;-270;42
05/16/2020;FL;1871;47
05/17/2020;FL;777;9
05/18/2020;FL;854;24
05/19/2020;FL;502;55
05/20/2020;FL;527;44
05/21/2020;FL;1204;48
05/22/2020;FL;776;46
05/23/2020;FL;676;43
05/24/2020;FL;740;4
05/25/2020;FL;879;15
05/26/2020;FL;509;7
05/27/2020;FL;379;60
05/28/2020;FL;-716;45
05/29/2020;FL;1196;49
05/30/2020;FL;915;34
05/31/2020;FL;735;4
06/01/2020;FL;651;9
06/02/2020;FL;586;70
06/03/2020;FL;1292;36
06/04/2020;FL;1408;41
06/05/2020;FL;1292;53
06/06/2020;FL;1253;28
06/07/2020;FL;1170;12
06/08/2020;FL;962;12
06/09/2020;FL;1070;53
06/10/2020;FL;1331;36
06/11/2020;FL;1677;47
06/12/2020;FL;1885;29
06/13/2020;FL;2248;48
06/14/2020;FL;2061;6
06/15/2020;FL;1738;7
06/16/2020;FL;2740;55
06/17/2020;FL;2548;25
06/18/2020;FL;3178;43
06/19/2020;FL;3789;43
06/20/2020;FL;4027;40
06/21/2020;FL;3469;17
06/22/2020;FL;2908;12
06/23/2020;FL;3256;65
06/24/2020;FL;5440;43
06/25/2020;FL;4981;46
06/26/2020;FL;8850;39
06/27/2020;FL;9518;24
06/28/2020;FL;8475;29
06/29/2020;FL;5238;28
06/30/2020;FL;5976;58
07/01/2020;FL;6507;45
07/02/2020;FL;10015;67
07/03/2020;FL;9415;67
07/04/2020;FL;11372;18
07/05/2020;FL;9986;29
07/06/2020;FL;6300;47
07/07/2020;FL;7218;63
07/08/2020;FL;9882;112
07/09/2020;FL;8891;56
07/10/2020;FL;11343;93
07/11/2020;FL;10274;95
07/12/2020;FL;15135;45
07/13/2020;FL;12548;35
07/14/2020;FL;9122;132
07/15/2020;FL;10087;112
07/16/2020;FL;13764;156
07/17/2020;FL;11362;128
07/18/2020;FL;10199;90
07/19/2020;FL;12411;87
07/20/2020;FL;10287;90
07/21/2020;FL;9345;134
07/22/2020;FL;9676;139
07/23/2020;FL;10171;173
07/24/2020;FL;12379;135
07/25/2020;FL;12115;124
07/26/2020;FL;9259;77
07/27/2020;FL;8854;77
07/28/2020;FL;9169;186
07/29/2020;FL;9384;216
07/30/2020;FL;9854;253
07/31/2020;FL;8925;257
08/01/2020;FL;9591;179
08/02/2020;FL;7047;62
08/03/2020;FL;4758;208
08/04/2020;FL;5347;110
08/05/2020;FL;5408;225
08/06/2020;FL;7587;120
08/07/2020;FL;7653;180
08/08/2020;FL;8425;182
08/09/2020;FL;6190;77
08/10/2020;FL;4152;173
08/11/2020;FL;5793;194
08/12/2020;FL;8059;212
08/13/2020;FL;6192;148
08/14/2020;FL;6105;228
08/15/2020;FL;6291;204
08/16/2020;FL;3747;107
08/17/2020;FL;2649;87
08/18/2020;FL;3787;219
08/19/2020;FL;4080;174
08/20/2020;FL;4516;117
08/21/2020;FL;4616;119
08/22/2020;FL;4260;106
08/23/2020;FL;3004;51
08/24/2020;FL;2224;72
08/25/2020;FL;2665;183
08/26/2020;FL;2937;153
08/27/2020;FL;3229;135
08/28/2020;FL;3732;89
08/29/2020;FL;3132;148
08/30/2020;FL;2547;14
08/31/2020;FL;1876;68
09/01/2020;FL;7487;187
09/02/2020;FL;2310;127
09/03/2020;FL;3487;149
09/04/2020;FL;3147;100
09/05/2020;FL;3593;61
09/06/2020;FL;2513;38
09/07/2020;FL;1812;22
09/08/2020;FL;1797;44
09/09/2020;FL;2006;200
09/10/2020;FL;2537;211
09/11/2020;FL;3604;176
09/12/2020;FL;3168;98
09/13/2020;FL;2395;8
09/14/2020;FL;1718;34
09/15/2020;FL;2743;145
09/16/2020;FL;2288;152
09/17/2020;FL;3273;147
09/18/2020;FL;3177;139
09/19/2020;FL;3510;62
09/20/2020;FL;2497;9
09/21/2020;FL;1671;21
09/22/2020;FL;2414;99
09/23/2020;FL;2594;202
09/24/2020;FL;2477;177
09/25/2020;FL;2809;120
09/26/2020;FL;2731;107
09/27/2020;FL;1847;10
09/28/2020;FL;728;5
09/29/2020;FL;3209;106
09/30/2020;FL;1880;174
10/01/2020;FL;2551;127
10/02/2020;FL;2610;110
10/03/2020;FL;2726;74
10/04/2020;FL;1813;43
10/05/2020;FL;1405;41
10/06/2020;FL;2202;55
10/07/2020;FL;2544;137
10/08/2020;FL;3246;164
10/09/2020;FL;2853;118
10/10/2020;FL;0;0
10/11/2020;FL;5414;178
10/12/2020;FL;1519;48
10/13/2020;FL;2657;119
10/14/2020;FL;2808;64
10/15/2020;FL;3286;141
10/16/2020;FL;3365;94
10/17/2020;FL;3968;87
10/18/2020;FL;2474;50
10/19/2020;FL;1691;54
10/20/2020;FL;3556;84
10/21/2020;FL;2106;105
10/22/2020;FL;5461;57
10/23/2020;FL;3618;73
10/24/2020;FL;4381;77
10/25/2020;FL;2348;12
10/26/2020;FL;3336;20
10/27/2020;FL;4226;56
10/28/2020;FL;4005;66
10/29/2020;FL;4111;77
10/30/2020;FL;5383;72
10/31/2020;FL;2283;41
11/01/2020;FL;4805;28
11/02/2020;FL;4569;45
11/03/2020;FL;4553;56
11/04/2020;FL;4332;32
11/05/2020;FL;6120;39
11/06/2020;FL;5150;53
11/07/2020;FL;4380;86
11/08/2020;FL;6619;21
11/09/2020;FL;3845;58
11/10/2020;FL;4282;69
11/11/2020;FL;5669;52
11/12/2020;FL;5504;72
11/13/2020;FL;6760;73
11/14/2020;FL;4405;44
11/15/2020;FL;9820;29
11/16/2020;FL;4530;41
11/17/2020;FL;7285;85
11/18/2020;FL;7727;87
11/19/2020;FL;8882;79
11/20/2020;FL;8831;80
11/21/2020;FL;8175;40
11/22/2020;FL;6374;61
11/23/2020;FL;6114;94
11/24/2020;FL;8102;72
11/25/2020;FL;8126;97
11/26/2020;FL;16809;90
11/27/2020;FL;-14;19
11/28/2020;FL;6062;79
11/29/2020;FL;7131;58
11/30/2020;FL;6426;97
12/01/2020;FL;8540;82
12/02/2020;FL;9890;97
12/03/2020;FL;10656;98
12/04/2020;FL;9898;120
12/05/2020;FL;10198;90
12/06/2020;FL;8175;93
12/07/2020;FL;7537;105
12/08/2020;FL;7801;96
12/09/2020;FL;9411;84
12/10/2020;FL;11071;129
12/11/2020;FL;11409;123
12/12/2020;FL;10385;71
01/22/2020;AZ;0;0
01/23/2020;AZ;0;0
01/24/2020;AZ;0;0
01/25/2020;AZ;0;0
01/26/2020;AZ;1;0
01/27/2020;AZ;0;0
01/28/2020;AZ;0;0
01/29/2020;AZ;0;0
01/30/2020;AZ;0;0
01/31/2020;AZ;0;0
02/01/2020;AZ;0;0
02/02/2020;AZ;0;0
02/03/2020;AZ;0;0
02/04/2020;AZ;0;0
02/05/2020;AZ;0;0
02/06/2020;AZ;0;0
02/07/2020;AZ;0;0
02/08/2020;AZ;0;0
02/09/2020;AZ;0;0
02/10/2020;AZ;0;0
02/11/2020;AZ;0;0
02/12/2020;AZ;0;0
02/13/2020;AZ;0;0
02/14/2020;AZ;0;0
02/15/2020;AZ;0;0
02/16/2020;AZ;0;0
02/17/2020;AZ;0;0
02/18/2020;AZ;0;0
02/19/2020;AZ;0;0
02/20/2020;AZ;0;0
02/21/2020;AZ;0;0
02/22/2020;AZ;0;0
02/23/2020;AZ;0;0
02/24/2020;AZ;0;0
02/25/2020;AZ;0;0
02/26/2020;AZ;0;0
02/27/2020;AZ;0;0
02/28/2020;AZ;0;0
02/29/2020;AZ;0;0
03/01/2020;AZ;0;0
03/02/2020;AZ;0;0
03/03/2020;AZ;1;0
03/04/2020;AZ;0;0
03/05/2020;AZ;1;0
03/06/2020;AZ;0;0
03/07/2020;AZ;2;0
03/08/2020;AZ;0;0
03/09/2020;AZ;1;0
03/10/2020;AZ;2;0
03/11/2020;AZ;1;0
03/12/2020;AZ;0;0
03/13/2020;AZ;1;0
03/14/2020;AZ;2;0
03/15/2020;AZ;1;0
03/16/2020;AZ;5;0
03/17/2020;AZ;0;0
03/18/2020;AZ;9;0
03/19/2020;AZ;17;0
03/20/2020;AZ;19;1
03/21/2020;AZ;41;0
03/22/2020;AZ;48;1
03/23/2020;AZ;101;0
03/24/2020;AZ;73;3
03/25/2020;AZ;75;1
03/26/2020;AZ;107;2
03/27/2020;AZ;157;5
03/28/2020;AZ;108;2
03/29/2020;AZ;146;2
03/30/2020;AZ;238;3
03/31/2020;AZ;132;4
04/01/2020;AZ;124;5
04/02/2020;AZ;185;3
04/03/2020;AZ;171;9
04/04/2020;AZ;250;11
04/05/2020;AZ;250;12
04/06/2020;AZ;187;1
04/07/2020;AZ;119;8
04/08/2020;AZ;151;7
04/09/2020;AZ;292;9
04/10/2020;AZ;94;8
04/11/2020;AZ;281;11
04/12/2020;AZ;146;7
04/13/2020;AZ;163;7
04/14/2020;AZ;104;9
04/15/2020;AZ;156;11
04/16/2020;AZ;272;8
04/17/2020;AZ;273;19
04/18/2020;AZ;212;8
04/19/2020;AZ;210;7
04/20/2020;AZ;135;3
04/21/2020;AZ;187;21
04/22/2020;AZ;208;21
04/23/2020;AZ;310;20
04/24/2020;AZ;276;17
04/25/2020;AZ;235;7
04/26/2020;AZ;246;2
04/27/2020;AZ;190;0
04/28/2020;AZ;232;18
04/29/2020;AZ;254;-39
04/30/2020;AZ;446;66
05/01/2020;AZ;314;10
05/02/2020;AZ;402;18
05/03/2020;AZ;276;14
05/04/2020;AZ;279;0
05/05/2020;AZ;386;33
05/06/2020;AZ;402;31
05/07/2020;AZ;238;24
05/08/2020;AZ;581;67
05/09/2020;AZ;434;15
05/10/2020;AZ;159;4
05/11/2020;AZ;261;6
05/12/2020;AZ;356;20
05/13/2020;AZ;440;32
05/14/2020;AZ;498;30
05/15/2020;AZ;495;27
05/16/2020;AZ;462;28
05/17/2020;AZ;306;1
05/18/2020;AZ;233;6
05/19/2020;AZ;396;18
05/20/2020;AZ;331;43
05/21/2020;AZ;418;16
05/22/2020;AZ;293;12
05/23/2020;AZ;431;24
05/24/2020;AZ;300;1
05/25/2020;AZ;222;6
05/26/2020;AZ;222;1
05/27/2020;AZ;479;24
05/28/2020;AZ;501;26
05/29/2020;AZ;702;28
05/30/2020;AZ;790;18
05/31/2020;AZ;681;3
06/01/2020;AZ;187;11
06/02/2020;AZ;1127;24
06/03/2020;AZ;973;40
06/04/2020;AZ;530;15
06/05/2020;AZ;1579;16
06/06/2020;AZ;1119;30
06/07/2020;AZ;1438;2
06/08/2020;AZ;789;3
06/09/2020;AZ;618;23
06/10/2020;AZ;1556;25
06/11/2020;AZ;1412;32
06/12/2020;AZ;1654;17
06/13/2020;AZ;1540;39
06/14/2020;AZ;1233;3
06/15/2020;AZ;1014;8
06/16/2020;AZ;2392;25
06/17/2020;AZ;1827;20
06/18/2020;AZ;2519;32
06/19/2020;AZ;3246;41
06/20/2020;AZ;3109;26
06/21/2020;AZ;2592;1
06/22/2020;AZ;2196;3
06/23/2020;AZ;3593;42
06/24/2020;AZ;1795;79
06/25/2020;AZ;3056;27
06/26/2020;AZ;3428;45
06/27/2020;AZ;3593;44
06/28/2020;AZ;3857;9
06/29/2020;AZ;625;0
06/30/2020;AZ;4682;44
07/01/2020;AZ;4877;88
07/02/2020;AZ;3333;37
07/03/2020;AZ;4433;31
07/04/2020;AZ;2695;17
07/05/2020;AZ;3536;4
07/06/2020;AZ;3352;1
07/07/2020;AZ;3653;117
07/08/2020;AZ;3520;36
07/09/2020;AZ;4057;75
07/10/2020;AZ;4221;44
07/11/2020;AZ;3038;69
07/12/2020;AZ;2537;86
07/13/2020;AZ;1357;8
07/14/2020;AZ;4273;92
07/15/2020;AZ;3257;97
07/16/2020;AZ;3259;58
07/17/2020;AZ;3910;91
07/18/2020;AZ;2742;147
07/19/2020;AZ;2359;31
07/20/2020;AZ;1559;23
07/21/2020;AZ;3500;134
07/22/2020;AZ;1926;56
07/23/2020;AZ;2335;89
07/24/2020;AZ;3357;79
07/25/2020;AZ;3740;144
07/26/2020;AZ;1973;19
07/27/2020;AZ;1813;-1
07/28/2020;AZ;2107;104
07/29/2020;AZ;2339;46
07/30/2020;AZ;2525;172
07/31/2020;AZ;3212;68
08/01/2020;AZ;3012;53
08/02/2020;AZ;1445;18
08/03/2020;AZ;1030;14
08/04/2020;AZ;1008;66
08/05/2020;AZ;1698;87
08/06/2020;AZ;1444;70
08/07/2020;AZ;1406;79
08/08/2020;AZ;1054;56
08/09/2020;AZ;816;13
08/10/2020;AZ;600;4
08/11/2020;AZ;1214;45
08/12/2020;AZ;706;148
08/13/2020;AZ;1351;36
08/14/2020;AZ;927;40
08/15/2020;AZ;933;69
08/16/2020;AZ;883;14
08/17/2020;AZ;468;0
08/18/2020;AZ;915;23
08/19/2020;AZ;637;105
08/20/2020;AZ;723;50
08/21/2020;AZ;619;4
08/22/2020;AZ;996;68
08/23/2020;AZ;208;15
08/24/2020;AZ;311;0
08/25/2020;AZ;859;21
08/26/2020;AZ;186;104
08/27/2020;AZ;680;33
08/28/2020;AZ;519;49
08/29/2020;AZ;629;29
08/30/2020;AZ;374;23
08/31/2020;AZ;174;-1
09/01/2020;AZ;507;15
09/02/2020;AZ;519;21
09/03/2020;AZ;1092;65
09/04/2020;AZ;728;41
09/05/2020;AZ;835;36
09/06/2020;AZ;250;14
09/07/2020;AZ;198;-2
09/08/2020;AZ;81;2
09/09/2020;AZ;496;30
09/10/2020;AZ;461;22
09/11/2020;AZ;521;15
09/12/2020;AZ;605;27
09/13/2020;AZ;384;7
09/14/2020;AZ;213;0
09/15/2020;AZ;484;22
09/16/2020;AZ;698;27
09/17/2020;AZ;1753;38
09/18/2020;AZ;1282;42
09/19/2020;AZ;609;16
09/20/2020;AZ;467;9
09/21/2020;AZ;233;2
09/22/2020;AZ;595;20
09/23/2020;AZ;438;27
09/24/2020;AZ;568;34
09/25/2020;AZ;515;28
09/26/2020;AZ;459;35
09/27/2020;AZ;411;1
09/28/2020;AZ;273;1
09/29/2020;AZ;674;8
09/30/2020;AZ;323;18
10/01/2020;AZ;705;24
10/02/2020;AZ;551;19
10/03/2020;AZ;636;12
10/04/2020;AZ;355;1
10/05/2020;AZ;316;1
10/06/2020;AZ;864;6
10/07/2020;AZ;604;20
10/08/2020;AZ;863;10
10/09/2020;AZ;683;3
10/10/2020;AZ;894;13
10/11/2020;AZ;597;0
10/12/2020;AZ;475;0
10/13/2020;AZ;684;8
10/14/2020;AZ;901;5
10/15/2020;AZ;1113;17
10/16/2020;AZ;738;17
10/17/2020;AZ;921;18
10/18/2020;AZ;742;3
10/19/2020;AZ;748;3
10/20/2020;AZ;1040;7
10/21/2020;AZ;975;17
10/22/2020;AZ;994;5
10/23/2020;AZ;976;6
10/24/2020;AZ;890;4
10/25/2020;AZ;1391;5
10/26/2020;AZ;801;1
10/27/2020;AZ;1158;16
10/28/2020;AZ;1043;14
10/29/2020;AZ;1315;13
10/30/2020;AZ;1565;16
10/31/2020;AZ;1901;45
11/01/2020;AZ;1527;2
11/02/2020;AZ;666;1
11/03/2020;AZ;1679;38
11/04/2020;AZ;815;39
11/05/2020;AZ;2135;28
11/06/2020;AZ;1996;22
11/07/2020;AZ;2575;38
11/08/2020;AZ;1925;17
11/09/2020;AZ;435;0
11/10/2020;AZ;3434;28
11/11/2020;AZ;2030;36
11/12/2020;AZ;1399;12
11/13/2020;AZ;3015;17
11/14/2020;AZ;3476;43
11/15/2020;AZ;2383;2
