submission_date;state;new_case;new_death
06/16/2020;LA;534;24
06/17/2020;LA;928;20
06/18/2020;LA;0;0
06/19/2020;LA;-119;22
06/20/2020;LA;870;20
06/21/2020;LA;393;1
06/22/2020;LA;461;12
06/23/2020;LA;1356;17
06/24/2020;LA;882;18
06/25/2020;LA;938;12
06/26/2020;LA;1354;26
06/27/2020;LA;0;0
06/28/2020;LA;1467;9
06/29/2020;LA;845;0
06/30/2020;LA;1014;22
07/01/2020;LA;2083;17
07/02/2020;LA;1383;17
07/03/2020;LA;1728;23
07/04/2020;LA;0;0
07/05/2020;LA;1937;10
07/06/2020;LA;1101;8
07/07/2020;LA;1936;23
07/08/2020;LA;1888;20
07/09/2020;LA;1843;16
07/10/2020;LA;2642;25
07/11/2020;LA;2167;23
07/12/2020;LA;1319;13
07/13/2020;LA;1705;7
07/14/2020;LA;2215;22
07/15/2020;LA;2089;16
07/16/2020;LA;2280;24
07/17/2020;LA;2179;24
07/18/2020;LA;0;0
07/19/2020;LA;3116;34
07/20/2020;LA;3186;29
07/21/2020;LA;1691;36
07/22/2020;LA;2771;62
07/23/2020;LA;2296;16
07/24/2020;LA;2084;29
07/25/2020;LA;0;0
07/26/2020;LA;3840;48
07/27/2020;LA;2343;23
07/28/2020;LA;1121;26
07/29/2020;LA;1735;71
07/30/2020;LA;1708;42
07/31/2020;LA;1799;24
08/01/2020;LA;0;0
08/02/2020;LA;3467;58
08/03/2020;LA;1099;17
08/04/2020;LA;3615;27
08/05/2020;LA;1482;45
08/06/2020;LA;1303;50
08/07/2020;LA;1500;61
08/08/2020;LA;0;0
08/09/2020;LA;2653;56
08/10/2020;LA;562;24
08/11/2020;LA;1164;26
08/12/2020;LA;1179;48
08/13/2020;LA;1135;41
08/14/2020;LA;1298;28
08/15/2020;LA;0;0
08/16/2020;LA;1181;77
08/17/2020;LA;567;19
08/18/2020;LA;640;28
08/19/2020;LA;778;55
08/20/2020;LA;918;28
08/21/2020;LA;899;50
08/22/2020;LA;0;0
08/23/2020;LA;1223;59
08/24/2020;LA;623;18
08/25/2020;LA;550;33
08/26/2020;LA;1545;54
08/27/2020;LA;677;23
08/28/2020;LA;606;30
08/29/2020;LA;0;0
08/30/2020;LA;1624;27
08/31/2020;LA;326;19
09/01/2020;LA;689;54
09/02/2020;LA;1151;0
09/03/2020;LA;813;17
09/04/2020;LA;822;14
09/05/2020;LA;0;0
09/06/2020;LA;1395;58
09/07/2020;LA;309;12
09/08/2020;LA;256;13
09/09/2020;LA;1561;22
09/10/2020;LA;464;21
09/11/2020;LA;755;41
09/12/2020;LA;0;0
09/13/2020;LA;1281;33
09/14/2020;LA;492;17
09/15/2020;LA;371;26
09/16/2020;LA;612;16
09/17/2020;LA;478;17
09/18/2020;LA;979;29
09/19/2020;LA;0;0
09/20/2020;LA;936;26
09/21/2020;LA;243;9
09/22/2020;LA;752;11
09/23/2020;LA;616;21
09/24/2020;LA;577;16
09/25/2020;LA;706;21
09/26/2020;LA;0;0
09/27/2020;LA;923;21
09/28/2020;LA;240;15
09/29/2020;LA;533;10
09/30/2020;LA;610;21
10/01/2020;LA;551;8
10/02/2020;LA;817;26
10/03/2020;LA;0;0
10/04/2020;LA;893;32
10/05/2020;LA;218;9
10/06/2020;LA;532;6
10/07/2020;LA;2156;12
10/08/2020;LA;524;5
10/09/2020;LA;257;26
10/10/2020;LA;0;0
10/11/2020;LA;1181;20
10/12/2020;LA;60;14
10/13/2020;LA;682;10
10/14/2020;LA;880;16
10/15/2020;LA;743;12
10/16/2020;LA;774;20
10/17/2020;LA;0;0
10/18/2020;LA;1143;23
10/19/2020;LA;201;16
10/20/2020;LA;699;6
10/21/2020;LA;1363;18
10/22/2020;LA;772;9
10/23/2020;LA;699;21
10/24/2020;LA;0;0
10/25/2020;LA;972;17
10/26/2020;LA;227;17
10/27/2020;LA;922;18
10/28/2020;LA;1098;18
10/29/2020;LA;394;18
10/30/2020;LA;433;11
10/31/2020;LA;0;0
11/01/2020;LA;1071;7
11/02/2020;LA;275;8
11/03/2020;LA;1153;17
11/04/2020;LA;1016;24
11/05/2020;LA;681;20
11/06/2020;LA;870;21
11/07/2020;LA;0;0
11/08/2020;LA;1266;20
11/09/2020;LA;391;12
11/10/2020;LA;1330;10
11/11/2020;LA;0;0
11/12/2020;LA;3829;39
11/13/2020;LA;3450;24
11/14/2020;LA;0;0
11/15/2020;LA;2532;11
11/16/2020;LA;546;7
11/17/2020;LA;2626;17
11/18/2020;LA;2229;28
11/19/2020;LA;2052;15
11/20/2020;LA;4743;34
11/21/2020;LA;0;0
11/22/2020;LA;3483;27
11/23/2020;LA;968;24
11/24/2020;LA;3243;39
11/25/2020;LA;1235;27
11/26/2020;LA;0;0
11/27/2020;LA;4964;41
11/28/2020;LA;0;0
11/29/2020;LA;1643;16
11/30/2020;LA;169;13
12/01/2020;LA;5326;35
12/02/2020;LA;3595;46
12/03/2020;LA;2743;23
12/04/2020;LA;3099;24
12/05/2020;LA;0;0
12/06/2020;LA;3946;36
12/07/2020;LA;1013;23
12/08/2020;LA;2426;45
12/09/2020;LA;4352;32
12/10/2020;LA;2415;40
12/11/2020;LA;2862;43
12/12/2020;LA;0;0
01/22/2020;OK;0;0
01/23/2020;OK;0;0
01/24/2020;OK;0;0
01/25/2020;OK;0;0
01/26/2020;OK;0;0
01/27/2020;OK;0;0
01/28/2020;OK;0;0
01/29/2020;OK;0;0
01/30/2020;OK;0;0
01/31/2020;OK;0;0
02/01/2020;OK;0;0
02/02/2020;OK;0;0
02/03/2020;OK;0;0
02/04/2020;OK;0;0
02/05/2020;OK;0;0
02/06/2020;OK;0;0
02/07/2020;OK;0;0
02/08/2020;OK;0;0
02/09/2020;OK;0;0
02/10/2020;OK;0;0
02/11/2020;OK;0;0
02/12/2020;OK;0;0
02/13/2020;OK;0;0
02/14/2020;OK;0;0
02/15/2020;OK;0;0
02/16/2020;OK;0;0
02/17/2020;OK;0;0
02/18/2020;OK;0;0
02/19/2020;OK;0;0
02/20/2020;OK;0;0
02/21/2020;OK;0;0
02/22/2020;OK;0;0
02/23/2020;OK;0;0
02/24/2020;OK;0;0
02/25/2020;OK;0;0
02/26/2020;OK;0;0
02/27/2020;OK;0;0
02/28/2020;OK;0;0
02/29/2020;OK;0;0
03/01/2020;OK;0;0
03/02/2020;OK;0;0
03/03/2020;OK;0;0
03/04/2020;OK;0;0
03/05/2020;OK;0;0
03/06/2020;OK;0;0
03/07/2020;OK;1;0
03/08/2020;OK;0;0
03/09/2020;OK;0;0
03/10/2020;OK;1;0
03/11/2020;OK;0;0
03/12/2020;OK;1;0
03/13/2020;OK;2;0
03/14/2020;OK;0;0
03/15/2020;OK;4;0
03/16/2020;OK;1;0
03/17/2020;OK;9;0
03/18/2020;OK;12;0
03/19/2020;OK;18;1
03/20/2020;OK;0;0
03/21/2020;OK;4;0
03/22/2020;OK;14;1
03/23/2020;OK;14;0
03/24/2020;OK;25;1
03/25/2020;OK;117;4
03/26/2020;OK;25;0
03/27/2020;OK;74;1
03/28/2020;OK;55;7
03/29/2020;OK;104;2
03/30/2020;OK;0;0
03/31/2020;OK;84;6
04/01/2020;OK;154;7
04/02/2020;OK;160;4
04/03/2020;OK;109;4
04/04/2020;OK;171;4
04/05/2020;OK;91;4
04/06/2020;OK;77;5
04/07/2020;OK;145;16
04/08/2020;OK;52;12
04/09/2020;OK;160;1
04/10/2020;OK;110;8
04/11/2020;OK;74;6
04/12/2020;OK;102;2
04/13/2020;OK;99;3
04/14/2020;OK;140;9
04/15/2020;OK;54;15
04/16/2020;OK;96;8
04/17/2020;OK;106;5
04/18/2020;OK;105;3
04/19/2020;OK;29;1
04/20/2020;OK;81;3
04/21/2020;OK;127;21
04/22/2020;OK;87;6
04/23/2020;OK;123;9
04/24/2020;OK;104;9
04/25/2020;OK;72;6
04/26/2020;OK;60;1
04/27/2020;OK;27;2
04/28/2020;OK;130;10
04/29/2020;OK;63;7
04/30/2020;OK;145;8
05/01/2020;OK;130;8
05/02/2020;OK;103;8
05/03/2020;OK;121;0
05/04/2020;OK;72;0
05/05/2020;OK;10;1
05/06/2020;OK;147;14
05/07/2020;OK;9;1
05/08/2020;OK;0;0
05/09/2020;OK;125;7
05/10/2020;OK;254;11
05/11/2020;OK;-150;-3
05/12/2020;OK;0;0
05/13/2020;OK;302;11
05/14/2020;OK;120;3
05/15/2020;OK;110;5
05/16/2020;OK;-110;-5
05/17/2020;OK;449;5
05/18/2020;OK;-63;5
05/19/2020;OK;160;0
05/20/2020;OK;0;0
05/21/2020;OK;96;7
05/22/2020;OK;0;0
05/23/2020;OK;40;5
05/24/2020;OK;148;5
05/25/2020;OK;169;2
05/26/2020;OK;114;4
05/27/2020;OK;77;1
05/28/2020;OK;53;2
05/29/2020;OK;134;9
05/30/2020;OK;42;5
05/31/2020;OK;0;0
06/01/2020;OK;67;5
06/02/2020;OK;80;5
06/03/2020;OK;155;0
06/04/2020;OK;125;4
06/05/2020;OK;113;3
06/06/2020;OK;101;4
06/07/2020;OK;0;0
06/08/2020;OK;151;5
06/09/2020;OK;91;2
06/10/2020;OK;55;-1
06/11/2020;OK;160;6
06/12/2020;OK;118;1
06/13/2020;OK;144;2
06/14/2020;OK;591;-10
06/15/2020;OK;20;12
06/16/2020;OK;186;0
06/17/2020;OK;228;5
06/18/2020;OK;260;1
06/19/2020;OK;453;2
06/20/2020;OK;352;1
06/21/2020;OK;332;1
06/22/2020;OK;483;1
06/23/2020;OK;214;0
06/24/2020;OK;0;0
06/25/2020;OK;1189;-7
06/26/2020;OK;27;15
06/27/2020;OK;392;3
06/28/2020;OK;308;8
06/29/2020;OK;302;0
06/30/2020;OK;240;0
07/01/2020;OK;636;5
07/02/2020;OK;364;1
07/03/2020;OK;0;0
07/04/2020;OK;1428;-9
07/05/2020;OK;131;18
07/06/2020;OK;287;-1
07/07/2020;OK;438;1
07/08/2020;OK;856;8
07/09/2020;OK;679;4
07/10/2020;OK;644;4
07/11/2020;OK;1099;0
07/12/2020;OK;155;9
07/13/2020;OK;467;-17
07/14/2020;OK;521;0
07/15/2020;OK;910;6
07/16/2020;OK;1075;2
07/17/2020;OK;628;6
07/18/2020;OK;1521;13
07/19/2020;OK;209;0
07/20/2020;OK;316;0
07/21/2020;OK;745;10
07/22/2020;OK;1215;12
07/23/2020;OK;680;4
07/24/2020;OK;1127;6
07/25/2020;OK;1012;12
07/26/2020;OK;3222;1
07/27/2020;OK;1399;0
07/28/2020;OK;9;7
07/29/2020;OK;2070;20
07/30/2020;OK;1231;13
07/31/2020;OK;814;5
08/01/2020;OK;1313;8
08/02/2020;OK;492;1
08/03/2020;OK;289;1
08/04/2020;OK;224;15
08/05/2020;OK;1991;17
08/06/2020;OK;911;10
08/07/2020;OK;947;6
08/08/2020;OK;887;4
08/09/2020;OK;493;0
08/10/2020;OK;415;2
08/11/2020;OK;841;13
08/12/2020;OK;792;9
08/13/2020;OK;805;10
08/14/2020;OK;879;7
08/15/2020;OK;1003;13
08/16/2020;OK;0;0
08/17/2020;OK;1081;8
08/18/2020;OK;796;17
08/19/2020;OK;868;17
08/20/2020;OK;861;10
08/21/2020;OK;1086;6
08/22/2020;OK;1034;10
08/23/2020;OK;573;1
08/24/2020;OK;402;4
08/25/2020;OK;818;14
08/26/2020;OK;809;19
08/27/2020;OK;836;15
08/28/2020;OK;820;8
08/29/2020;OK;1282;11
08/30/2020;OK;675;2
08/31/2020;OK;780;1
09/01/2020;OK;672;9
09/02/2020;OK;972;12
09/03/2020;OK;1116;14
09/04/2020;OK;0;0
09/05/2020;OK;2426;15
09/06/2020;OK;444;3
09/07/2020;OK;613;0
09/08/2020;OK;833;1
09/09/2020;OK;693;9
09/10/2020;OK;1319;13
09/11/2020;OK;942;12
09/12/2020;OK;589;11
09/13/2020;OK;1612;6
09/14/2020;OK;869;0
09/15/2020;OK;1091;7
09/16/2020;OK;970;12
09/17/2020;OK;1034;6
09/18/2020;OK;1249;9
09/19/2020;OK;466;16
09/20/2020;OK;3023;4
09/21/2020;OK;1101;2
09/22/2020;OK;1164;14
09/23/2020;OK;1089;8
09/24/2020;OK;-820;9
09/25/2020;OK;1174;7
09/26/2020;OK;994;12
09/27/2020;OK;823;0
09/28/2020;OK;862;1
09/29/2020;OK;1029;11
09/30/2020;OK;985;14
10/01/2020;OK;1177;4
10/02/2020;OK;1197;9
10/03/2020;OK;1193;7
10/04/2020;OK;571;1
10/05/2020;OK;664;3
10/06/2020;OK;1370;11
10/07/2020;OK;1015;12
10/08/2020;OK;1220;11
10/09/2020;OK;1533;2
10/10/2020;OK;0;0
10/11/2020;OK;0;0
10/12/2020;OK;3102;13
10/13/2020;OK;165;14
10/14/2020;OK;2276;13
10/15/2020;OK;1221;13
10/16/2020;OK;1478;11
10/17/2020;OK;0;0
10/18/2020;OK;0;0
10/19/2020;OK;0;0
10/20/2020;OK;4253;37
10/21/2020;OK;1313;19
10/22/2020;OK;1651;11
10/23/2020;OK;1427;13
10/24/2020;OK;1834;11
10/25/2020;OK;1051;4
10/26/2020;OK;663;2
10/27/2020;OK;1015;22
10/28/2020;OK;748;15
10/29/2020;OK;1039;18
10/30/2020;OK;0;0
10/31/2020;OK;2573;31
11/01/2020;OK;1350;8
11/02/2020;OK;1083;9
11/03/2020;OK;1342;21
11/04/2020;OK;1258;17
11/05/2020;OK;2100;21
11/06/2020;OK;1878;16
11/07/2020;OK;6534;10
11/08/2020;OK;1956;4
11/09/2020;OK;1711;15
11/10/2020;OK;2175;31
11/11/2020;OK;0;0
11/12/2020;OK;5051;1
11/13/2020;OK;2822;40
11/14/2020;OK;0;0
11/15/2020;OK;3922;6
11/16/2020;OK;0;0
11/17/2020;OK;7389;49
11/18/2020;OK;2823;11
11/19/2020;OK;2920;16
11/20/2020;OK;0;0
11/21/2020;OK;7088;40
11/22/2020;OK;3543;-8
11/23/2020;OK;0;0
11/24/2020;OK;0;0
11/25/2020;OK;0;0
11/26/2020;OK;0;0
11/27/2020;OK;0;0
11/28/2020;OK;0;0
11/29/2020;OK;19863;101
11/30/2020;OK;0;0
12/01/2020;OK;0;0
12/02/2020;OK;0;0
12/03/2020;OK;0;0
12/04/2020;OK;0;0
12/05/2020;OK;0;0
12/06/2020;OK;0;0
12/07/2020;OK;0;0
12/08/2020;OK;0;0
12/09/2020;OK;22414;178
12/10/2020;OK;0;0
12/11/2020;OK;0;0
12/12/2020;OK;0;0
01/22/2020;MN;0;0
01/23/2020;MN;0;0
01/24/2020;MN;0;0
01/25/2020;MN;0;0
01/26/2020;MN;0;0
01/27/2020;MN;0;0
01/28/2020;MN;0;0
01/29/2020;MN;0;0
01/30/2020;MN;0;0
01/31/2020;MN;0;0
02/01/2020;MN;0;0
02/02/2020;MN;0;0
02/03/2020;MN;0;0
02/04/2020;MN;0;0
02/05/2020;MN;0;0
02/06/2020;MN;0;0
02/07/2020;MN;0;0
02/08/2020;MN;0;0
02/09/2020;MN;0;0
02/10/2020;MN;0;0
02/11/2020;MN;0;0
02/12/2020;MN;0;0
02/13/2020;MN;0;0
02/14/2020;MN;0;0
02/15/2020;MN;0;0
02/16/2020;MN;0;0
02/17/2020;MN;0;0
02/18/2020;MN;0;0
02/19/2020;MN;0;0
02/20/2020;MN;0;0
02/21/2020;MN;0;0
02/22/2020;MN;0;0
02/23/2020;MN;0;0
02/24/2020;MN;0;0
02/25/2020;MN;0;0
02/26/2020;MN;0;0
02/27/2020;MN;0;0
02/28/2020;MN;0;0
02/29/2020;MN;0;0
03/01/2020;MN;0;0
03/02/2020;MN;0;0
03/03/2020;MN;0;0
03/04/2020;MN;0;0
03/05/2020;MN;0;0
03/06/2020;MN;1;0
03/07/2020;MN;0;0
03/08/2020;MN;1;0
03/09/2020;MN;0;0
03/10/2020;MN;2;0
03/11/2020;MN;1;0
03/12/2020;MN;5;0
03/13/2020;MN;4;0
03/14/2020;MN;0;0
03/15/2020;MN;40;0
03/16/2020;MN;6;0
03/17/2020;MN;17;0
03/18/2020;MN;12;0
03/19/2020;MN;26;0
03/20/2020;MN;0;0
03/21/2020;MN;22;1
03/22/2020;MN;99;0
03/23/2020;MN;26;0
03/24/2020;MN;25;0
03/25/2020;MN;59;1
03/26/2020;MN;53;2
03/27/2020;MN;0;0
03/28/2020;MN;42;1
03/29/2020;MN;135;5
03/30/2020;MN;0;0
03/31/2020;MN;113;7
04/01/2020;MN;53;1
04/02/2020;MN;47;4
04/03/2020;MN;0;0
04/04/2020;MN;76;2
04/05/2020;MN;121;5
04/06/2020;MN;83;5
04/07/2020;MN;85;5
04/08/2020;MN;88;11
04/09/2020;MN;94;7
04/10/2020;MN;0;0
04/11/2020;MN;178;10
04/12/2020;MN;107;3
04/13/2020;MN;74;9
04/14/2020;MN;114;8
04/15/2020;MN;53;3
04/16/2020;MN;151;11
04/17/2020;MN;161;14
04/18/2020;MN;39;6
04/19/2020;MN;257;22
04/20/2020;MN;97;17
04/21/2020;MN;154;19
04/22/2020;MN;0;0
04/23/2020;MN;464;42
04/24/2020;MN;0;0
04/25/2020;MN;261;23
04/26/2020;MN;156;28
04/27/2020;MN;579;29
04/28/2020;MN;464;18
04/29/2020;MN;491;24
04/30/2020;MN;0;0
05/01/2020;MN;594;28
05/02/2020;MN;498;24
05/03/2020;MN;1010;33
05/04/2020;MN;-4;0
05/05/2020;MN;617;27
05/06/2020;MN;728;30
05/07/2020;MN;1509;49
05/08/2020;MN;0;0
05/09/2020;MN;1183;44
05/10/2020;MN;0;0
05/11/2020;MN;528;13
05/12/2020;MN;1118;55
05/13/2020;MN;0;-8
05/14/2020;MN;1323;53
05/15/2020;MN;0;1
05/16/2020;MN;1428;38
05/17/2020;MN;704;9
05/18/2020;MN;657;18
05/19/2020;MN;641;29
05/20/2020;MN;0;0
05/21/2020;MN;1335;65
05/22/2020;MN;840;10
05/23/2020;MN;0;0
05/24/2020;MN;728;17
05/25/2020;MN;1387;30
05/26/2020;MN;504;0
05/27/2020;MN;0;34
05/28/2020;MN;1067;64
05/29/2020;MN;0;0
05/30/2020;MN;1319;44
05/31/2020;MN;358;10
06/01/2020;MN;0;0
06/02/2020;MN;300;22
06/03/2020;MN;362;15
06/04/2020;MN;403;29
06/05/2020;MN;1228;55
06/06/2020;MN;385;16
06/07/2020;MN;338;11
06/08/2020;MN;299;20
06/09/2020;MN;346;39
06/10/2020;MN;447;13
06/11/2020;MN;0;0
06/12/2020;MN;479;25
06/13/2020;MN;377;9
06/14/2020;MN;521;21
06/15/2020;MN;189;9
06/16/2020;MN;414;13
06/17/2020;MN;0;0
06/18/2020;MN;379;19
06/19/2020;MN;792;30
06/20/2020;MN;453;6
06/21/2020;MN;307;4
06/22/2020;MN;242;9
06/23/2020;MN;294;7
06/24/2020;MN;0;0
06/25/2020;MN;853;14
06/26/2020;MN;0;0
06/27/2020;MN;933;14
06/28/2020;MN;-3;10
06/29/2020;MN;315;0
06/30/2020;MN;855;12
07/01/2020;MN;494;13
07/02/2020;MN;414;8
07/03/2020;MN;0;0
07/04/2020;MN;512;5
07/05/2020;MN;433;3
07/06/2020;MN;564;3
07/07/2020;MN;0;0
07/08/2020;MN;1003;14
07/09/2020;MN;631;5
07/10/2020;MN;804;4
07/11/2020;MN;0;0
07/12/2020;MN;1201;5
07/13/2020;MN;398;6
07/14/2020;MN;0;0
07/15/2020;MN;1177;16
07/16/2020;MN;666;9
07/17/2020;MN;457;5
07/18/2020;MN;734;3
07/19/2020;MN;0;0
07/20/2020;MN;1253;7
07/21/2020;MN;504;4
07/22/2020;MN;760;9
07/23/2020;MN;769;5
07/24/2020;MN;801;5
07/25/2020;MN;0;0
07/26/2020;MN;1512;5
07/27/2020;MN;478;4
07/28/2020;MN;666;9
07/29/2020;MN;745;5
07/30/2020;MN;772;6
07/31/2020;MN;724;6
08/01/2020;MN;759;8
08/02/2020;MN;0;0
08/03/2020;MN;1215;6
08/04/2020;MN;617;10
08/05/2020;MN;861;7
08/06/2020;MN;545;4
08/07/2020;MN;916;8
08/08/2020;MN;797;9
08/09/2020;MN;618;3
08/10/2020;MN;323;6
08/11/2020;MN;0;0
08/12/2020;MN;457;19
08/13/2020;MN;1427;13
08/14/2020;MN;690;6
08/15/2020;MN;749;7
08/16/2020;MN;554;7
08/17/2020;MN;0;-1
08/18/2020;MN;345;9
08/19/2020;MN;1247;25
08/20/2020;MN;825;8
08/21/2020;MN;0;-1
08/22/2020;MN;1451;14
08/23/2020;MN;714;4
08/24/2020;MN;409;11
08/25/2020;MN;529;14
08/26/2020;MN;1154;13
08/27/2020;MN;850;4
08/28/2020;MN;0;0
08/29/2020;MN;1974;6
08/30/2020;MN;650;1
08/31/2020;MN;0;0
09/01/2020;MN;1221;16
09/02/2020;MN;0;0
09/03/2020;MN;1881;17
09/04/2020;MN;0;0
09/05/2020;MN;1621;10
09/06/2020;MN;638;3
09/07/2020;MN;383;2
09/08/2020;MN;260;7
09/09/2020;MN;381;15
09/10/2020;MN;0;0
09/11/2020;MN;467;13
09/12/2020;MN;1595;22
09/13/2020;MN;638;3
09/14/2020;MN;402;5
09/15/2020;MN;0;0
09/16/2020;MN;462;6
09/17/2020;MN;909;9
09/18/2020;MN;1085;8
09/19/2020;MN;914;13
09/20/2020;MN;2221;6
09/21/2020;MN;480;10
09/22/2020;MN;678;6
09/23/2020;MN;0;0
09/24/2020;MN;2089;9
09/25/2020;MN;1470;10
09/26/2020;MN;0;0
09/27/2020;MN;1979;11
09/28/2020;MN;0;0
09/29/2020;MN;809;5
09/30/2020;MN;687;17
10/01/2020;MN;1066;13
10/02/2020;MN;1166;10
10/03/2020;MN;2460;21
10/04/2020;MN;0;0
10/05/2020;MN;1914;7
10/06/2020;MN;0;0
10/07/2020;MN;2182;20
10/08/2020;MN;0;0
10/09/2020;MN;1390;14
10/10/2020;MN;2956;20
10/11/2020;MN;1171;3
10/12/2020;MN;1435;7
10/13/2020;MN;0;0
10/14/2020;MN;1069;23
10/15/2020;MN;1163;-28
10/16/2020;MN;2290;13
10/17/2020;MN;1694;5
10/18/2020;MN;3349;75
10/19/2020;MN;0;0
10/20/2020;MN;1092;7
10/21/2020;MN;1060;35
10/22/2020;MN;1561;20
10/23/2020;MN;1711;13
10/24/2020;MN;2259;14
10/25/2020;MN;1680;21
10/26/2020;MN;1570;4
10/27/2020;MN;2164;15
10/28/2020;MN;1908;19
10/29/2020;MN;2867;32
10/30/2020;MN;3154;19
10/31/2020;MN;3007;20
11/01/2020;MN;2200;18
11/02/2020;MN;2948;9
11/03/2020;MN;3476;15
11/04/2020;MN;3827;31
11/05/2020;MN;3942;50
11/06/2020;MN;5442;11
11/07/2020;MN;4647;34
11/08/2020;MN;5908;31
11/09/2020;MN;3926;19
11/10/2020;MN;4893;23
11/11/2020;MN;4889;58
11/12/2020;MN;7225;39
11/13/2020;MN;5544;46
11/14/2020;MN;8689;35
11/15/2020;MN;7553;31
11/16/2020;MN;7437;12
11/17/2020;MN;5931;26
11/18/2020;MN;5094;67
11/19/2020;MN;7863;72
11/20/2020;MN;6794;68
11/21/2020;MN;6252;51
11/22/2020;MN;7205;40
11/23/2020;MN;6343;24
11/24/2020;MN;6416;38
11/25/2020;MN;6387;75
11/26/2020;MN;0;0
11/27/2020;MN;5698;101
11/28/2020;MN;9022;45
11/29/2020;MN;8946;57
11/30/2020;MN;5794;15
12/01/2020;MN;3549;22
12/02/2020;MN;5165;77
12/03/2020;MN;6149;92
12/04/2020;MN;5347;61
12/05/2020;MN;6308;75
12/06/2020;MN;5581;64
12/07/2020;MN;5290;21
12/08/2020;MN;3051;22
12/09/2020;MN;4516;82
12/10/2020;MN;3499;89
12/11/2020;MN;3750;94
12/12/2020;MN;4430;67
01/22/2020;TX;0;0
01/23/2020;TX;0;0
01/24/2020;TX;0;0
01/25/2020;TX;0;0
01/26/2020;TX;0;0
01/27/2020;TX;0;0
01/28/2020;TX;0;0
01/29/2020;TX;0;0
01/30/2020;TX;0;0
01/31/2020;TX;0;0
02/01/2020;TX;0;0
02/02/2020;TX;0;0
02/03/2020;TX;0;0
02/04/2020;TX;0;0
02/05/2020;TX;0;0
02/06/2020;TX;0;0
02/07/2020;TX;0;0
02/08/2020;TX;0;0
02/09/2020;TX;0;0
02/10/2020;TX;0;0
02/11/2020;TX;0;0
02/12/2020;TX;0;0
02/13/2020;TX;0;0
02/14/2020;TX;0;0
02/15/2020;TX;0;0
02/16/2020;TX;0;0
02/17/2020;TX;0;0
02/18/2020;TX;0;0
02/19/2020;TX;0;0
02/20/2020;TX;0;0
02/21/2020;TX;0;0
02/22/2020;TX;0;0
02/23/2020;TX;0;0
02/24/2020;TX;0;0
02/25/2020;TX;0;0
02/26/2020;TX;0;0
02/27/2020;TX;0;0
02/28/2020;TX;0;0
02/29/2020;TX;0;0
03/01/2020;TX;0;0
03/02/2020;TX;0;0
03/03/2020;TX;0;0
03/04/2020;TX;0;0
03/05/2020;TX;3;0
03/06/2020;TX;2;0
03/07/2020;TX;0;0
03/08/2020;TX;1;0
03/09/2020;TX;7;0
03/10/2020;TX;2;0
03/11/2020;TX;8;0
03/12/2020;TX;1;0
03/13/2020;TX;12;0
03/14/2020;TX;7;0
03/15/2020;TX;8;0
03/16/2020;TX;6;0
03/17/2020;TX;7;1
03/18/2020;TX;19;1
03/19/2020;TX;60;1
03/20/2020;TX;258;2
03/21/2020;TX;106;0
03/22/2020;TX;0;0
03/23/2020;TX;0;3
03/24/2020;TX;208;3
03/25/2020;TX;259;1
03/26/2020;TX;422;6
03/27/2020;TX;335;5
03/28/2020;TX;321;4
03/29/2020;TX;500;7
03/30/2020;TX;325;4
03/31/2020;TX;389;3
04/01/2020;TX;731;17
04/02/2020;TX;672;12
04/03/2020;TX;661;20
04/04/2020;TX;780;15
04/05/2020;TX;702;22
04/06/2020;TX;464;13
04/07/2020;TX;986;14
04/08/2020;TX;1091;23
04/09/2020;TX;877;22
04/10/2020;TX;1441;27
04/11/2020;TX;890;28
04/12/2020;TX;923;17
04/13/2020;TX;422;16
04/14/2020;TX;718;31
04/15/2020;TX;868;46
04/16/2020;TX;963;29
04/17/2020;TX;916;35
04/18/2020;TX;889;25
04/19/2020;TX;663;24
04/20/2020;TX;535;18
04/21/2020;TX;738;22
04/22/2020;TX;873;26
04/23/2020;TX;875;18
04/24/2020;TX;862;32
04/25/2020;TX;967;30
04/26/2020;TX;858;25
04/27/2020;TX;666;15
04/28/2020;TX;874;27
04/29/2020;TX;883;42
04/30/2020;TX;1033;50
05/01/2020;TX;1142;34
05/02/2020;TX;1323;31
05/03/2020;TX;996;20
05/04/2020;TX;784;17
05/05/2020;TX;1037;22
05/06/2020;TX;1053;42
05/07/2020;TX;968;25
05/08/2020;TX;1219;31
05/09/2020;TX;1251;45
05/10/2020;TX;1009;39
05/11/2020;TX;1000;12
05/12/2020;TX;1179;33
05/13/2020;TX;1355;25
05/14/2020;TX;1448;58
05/15/2020;TX;1347;56
05/16/2020;TX;1801;33
05/17/2020;TX;785;31
05/18/2020;TX;909;11
05/19/2020;TX;1219;22
05/20/2020;TX;1411;50
05/21/2020;TX;945;21
05/22/2020;TX;1181;40
05/23/2020;TX;1060;26
05/24/2020;TX;839;13
05/25/2020;TX;623;8
05/26/2020;TX;589;9
05/27/2020;TX;1361;26
05/28/2020;TX;1855;39
05/29/2020;TX;1230;25
05/30/2020;TX;1332;22
05/31/2020;TX;1949;24
06/01/2020;TX;593;6
06/02/2020;TX;1688;20
06/03/2020;TX;1703;36
06/04/2020;TX;1649;33
06/05/2020;TX;1693;21
06/06/2020;TX;1940;31
06/07/2020;TX;1425;11
06/08/2020;TX;638;6
06/09/2020;TX;1637;17
06/10/2020;TX;2504;32
06/11/2020;TX;1826;35
06/12/2020;TX;2097;19
06/13/2020;TX;2331;18
